StockCode,InvoiceDate,Quantity
85123A,9/1/2011 16:46,3
85123A,9/1/2011 16:50,12
85123A,9/2/2011 9:24,96
85123A,9/2/2011 9:26,4
85123A,9/2/2011 9:30,1
85123A,9/2/2011 9:38,1
85123A,9/2/2011 9:47,-8
85123A,9/2/2011 10:20,18
85123A,9/2/2011 12:52,12
85123A,9/2/2011 16:39,2
85123A,9/2/2011 16:50,32
85123A,9/4/2011 12:49,2
85123A,9/4/2011 13:16,2
85123A,9/4/2011 13:56,12
85123A,9/5/2011 9:07,12
85123A,9/5/2011 12:00,4
85123A,9/5/2011 13:50,6
85123A,9/5/2011 14:27,8
85123A,9/5/2011 15:30,1
85123A,9/5/2011 15:56,64
85123A,9/6/2011 9:23,12
85123A,9/6/2011 9:34,32
85123A,9/6/2011 9:51,32
85123A,9/6/2011 10:42,2
85123A,9/6/2011 12:00,32
85123A,9/6/2011 12:38,24
85123A,9/6/2011 14:32,6
85123A,9/6/2011 15:04,12
85123A,9/6/2011 15:34,32
85123A,9/7/2011 10:23,6
85123A,9/7/2011 12:02,4
85123A,9/7/2011 14:13,6
85123A,9/8/2011 10:09,6
85123A,9/8/2011 10:45,12
85123A,9/8/2011 11:48,2
85123A,9/8/2011 13:54,6
85123A,9/8/2011 15:27,1
85123A,9/9/2011 12:22,2
85123A,9/9/2011 13:42,2
85123A,9/9/2011 14:14,1
85123A,9/9/2011 14:58,24
85123A,9/11/2011 11:08,12
85123A,9/11/2011 11:17,18
85123A,9/11/2011 11:24,4
85123A,9/11/2011 12:03,32
85123A,9/11/2011 13:16,6
85123A,9/11/2011 13:58,5
85123A,9/11/2011 13:58,5
85123A,9/11/2011 14:09,6
85123A,9/11/2011 15:24,1
85123A,9/12/2011 12:32,12
85123A,9/12/2011 12:45,12
85123A,9/12/2011 13:11,12
85123A,9/12/2011 13:38,64
85123A,9/12/2011 14:22,6
85123A,9/12/2011 15:19,6
85123A,9/12/2011 15:40,1
85123A,9/12/2011 16:14,4
85123A,9/12/2011 18:18,-1
85123A,9/13/2011 9:07,32
85123A,9/13/2011 9:43,12
85123A,9/13/2011 10:16,6
85123A,9/13/2011 11:24,1
85123A,9/13/2011 12:26,4
85123A,9/13/2011 12:52,6
85123A,9/13/2011 13:21,32
85123A,9/13/2011 13:47,32
85123A,9/13/2011 15:37,2
85123A,9/13/2011 16:27,4
85123A,9/14/2011 9:13,64
85123A,9/14/2011 9:38,6
85123A,9/14/2011 12:05,6
85123A,9/14/2011 12:29,6
85123A,9/14/2011 12:42,3
85123A,9/15/2011 11:57,4
85123A,9/15/2011 12:02,128
85123A,9/15/2011 12:51,2
85123A,9/15/2011 14:07,6
85123A,9/15/2011 15:05,2
85123A,9/15/2011 15:29,1
85123A,9/15/2011 16:37,1
85123A,9/16/2011 9:54,18
85123A,9/16/2011 13:13,6
85123A,9/16/2011 14:39,12
85123A,9/16/2011 15:07,64
85123A,9/18/2011 13:29,64
85123A,9/18/2011 13:38,4
85123A,9/18/2011 15:21,12
85123A,9/18/2011 15:55,1
85123A,9/19/2011 10:51,12
85123A,9/19/2011 11:02,2
85123A,9/19/2011 11:04,2
85123A,9/19/2011 13:20,12
85123A,9/19/2011 13:27,2
85123A,9/19/2011 13:48,6
85123A,9/19/2011 15:57,-1
85123A,9/19/2011 16:21,6
85123A,9/20/2011 10:01,6
85123A,9/20/2011 10:23,128
85123A,9/20/2011 10:38,224
85123A,9/20/2011 11:39,6
85123A,9/20/2011 12:35,3
85123A,9/20/2011 12:39,15
85123A,9/20/2011 13:11,1
85123A,9/20/2011 13:11,3
85123A,9/20/2011 15:49,12
85123A,9/21/2011 15:24,2
85123A,9/21/2011 15:34,2
85123A,9/21/2011 15:39,6
85123A,9/21/2011 15:43,1
85123A,9/22/2011 10:38,32
85123A,9/22/2011 10:58,-12
85123A,9/22/2011 12:15,6
85123A,9/22/2011 12:41,3
85123A,9/22/2011 15:51,12
85123A,9/22/2011 16:28,3
85123A,9/22/2011 17:07,2
85123A,9/23/2011 9:14,64
85123A,9/23/2011 9:26,6
85123A,9/23/2011 11:35,12
85123A,9/23/2011 12:16,1
85123A,9/23/2011 12:38,4
85123A,9/23/2011 12:50,5
85123A,9/23/2011 13:11,2
85123A,9/23/2011 13:12,2
85123A,9/23/2011 13:44,6
85123A,9/23/2011 13:48,1
85123A,9/23/2011 13:48,2
85123A,9/23/2011 14:43,12
85123A,9/23/2011 15:50,9
85123A,9/23/2011 17:04,1
85123A,9/25/2011 11:34,10
85123A,9/25/2011 12:42,6
85123A,9/25/2011 12:46,3
85123A,9/25/2011 13:42,2
85123A,9/25/2011 14:32,32
85123A,9/25/2011 14:52,4
85123A,9/25/2011 15:56,12
85123A,9/26/2011 12:10,32
85123A,9/26/2011 12:23,6
85123A,9/26/2011 12:45,2
85123A,9/26/2011 12:45,4
85123A,9/26/2011 12:45,4
85123A,9/27/2011 11:27,3
85123A,9/27/2011 12:52,1
85123A,9/27/2011 15:17,12
85123A,9/27/2011 17:47,1
85123A,9/28/2011 11:26,6
85123A,9/28/2011 12:16,64
85123A,9/28/2011 12:36,1
85123A,9/28/2011 12:46,12
85123A,9/28/2011 14:56,6
85123A,9/28/2011 15:42,32
85123A,9/28/2011 16:24,1
85123A,9/28/2011 16:35,3
85123A,9/29/2011 9:23,2
85123A,9/29/2011 10:46,6
85123A,9/29/2011 11:35,2
85123A,9/29/2011 12:34,4
85123A,9/29/2011 13:22,32
85123A,9/29/2011 14:38,32
85123A,9/29/2011 15:13,2
85123A,9/30/2011 9:05,12
85123A,9/30/2011 10:45,3
85123A,9/30/2011 12:03,2
85123A,9/30/2011 12:35,2
85123A,9/30/2011 12:44,32
85123A,9/30/2011 13:40,4
85123A,9/30/2011 14:07,6
85123A,9/30/2011 14:55,6
85123A,9/30/2011 15:33,32
85123A,9/30/2011 15:52,12
85123A,10/2/2011 10:58,2
85123A,10/2/2011 12:04,4
85123A,10/2/2011 12:05,2
85123A,10/2/2011 12:41,1
85123A,10/2/2011 14:56,1
85123A,10/2/2011 15:07,3
85123A,10/2/2011 15:49,8
85123A,10/3/2011 9:57,1
85123A,10/3/2011 10:55,12
85123A,10/3/2011 11:00,3
85123A,10/3/2011 13:03,6
85123A,10/3/2011 16:14,1
85123A,10/4/2011 8:26,12
85123A,10/4/2011 12:22,2
85123A,10/4/2011 14:53,1
85123A,10/4/2011 14:53,1
85123A,10/4/2011 15:41,3
85123A,10/4/2011 16:37,1
85123A,10/4/2011 17:31,-1
85123A,10/5/2011 11:16,12
85123A,10/5/2011 11:25,6
85123A,10/5/2011 13:19,12
85123A,10/5/2011 13:47,6
85123A,10/5/2011 13:47,1
85123A,10/5/2011 13:47,1
85123A,10/5/2011 13:58,1
85123A,10/5/2011 16:09,10
85123A,10/6/2011 9:36,12
85123A,10/6/2011 16:08,1
85123A,10/7/2011 9:44,12
85123A,10/7/2011 10:06,6
85123A,10/7/2011 10:21,1
85123A,10/7/2011 11:32,1
85123A,10/7/2011 12:12,6
85123A,10/7/2011 12:28,4
85123A,10/7/2011 15:09,2
85123A,10/7/2011 16:03,2
85123A,10/9/2011 13:15,6
85123A,10/9/2011 13:15,2
85123A,10/9/2011 16:05,18
85123A,10/10/2011 10:51,12
85123A,10/10/2011 12:19,1
85123A,10/10/2011 12:26,12
85123A,10/10/2011 14:06,96
85123A,10/10/2011 14:37,2
85123A,10/11/2011 11:34,24
85123A,10/11/2011 14:59,6
85123A,10/11/2011 15:10,12
85123A,10/11/2011 16:29,4
85123A,10/12/2011 12:19,2
85123A,10/12/2011 12:47,2
85123A,10/12/2011 13:20,6
85123A,10/12/2011 15:01,6
85123A,10/12/2011 16:36,3
85123A,10/12/2011 17:00,6
85123A,10/13/2011 10:23,192
85123A,10/13/2011 10:25,6
85123A,10/13/2011 12:07,12
85123A,10/13/2011 12:21,2
85123A,10/13/2011 12:30,3
85123A,10/13/2011 12:38,1
85123A,10/13/2011 12:59,2
85123A,10/13/2011 14:37,5
85123A,10/13/2011 15:23,3
85123A,10/13/2011 15:38,4
85123A,10/13/2011 15:38,2
85123A,10/13/2011 16:24,11
85123A,10/14/2011 9:06,64
85123A,10/14/2011 12:29,72
85123A,10/14/2011 13:06,3
85123A,10/14/2011 14:00,12
85123A,10/14/2011 14:04,1
85123A,10/14/2011 14:22,32
85123A,10/14/2011 17:17,3
85123A,10/16/2011 12:25,12
85123A,10/16/2011 12:54,9
85123A,10/16/2011 13:51,3
85123A,10/16/2011 14:35,6
85123A,10/16/2011 15:27,25
85123A,10/17/2011 10:43,32
85123A,10/17/2011 12:04,6
85123A,10/17/2011 12:35,5
85123A,10/17/2011 12:41,6
85123A,10/17/2011 13:31,1
85123A,10/17/2011 14:12,1
85123A,10/17/2011 14:12,2
85123A,10/17/2011 14:12,3
85123A,10/17/2011 15:18,6
85123A,10/17/2011 15:27,1
85123A,10/17/2011 16:04,6
85123A,10/18/2011 9:15,6
85123A,10/18/2011 10:07,6
85123A,10/18/2011 12:17,1
85123A,10/18/2011 14:49,6
85123A,10/18/2011 16:58,2
85123A,10/19/2011 11:52,6
85123A,10/19/2011 12:21,2
85123A,10/19/2011 13:37,-1
85123A,10/19/2011 14:51,30
85123A,10/19/2011 16:59,1
85123A,10/20/2011 13:06,8
85123A,10/20/2011 14:40,18
85123A,10/21/2011 11:30,3
85123A,10/21/2011 12:56,2
85123A,10/21/2011 13:17,2
85123A,10/21/2011 15:18,6
85123A,10/23/2011 11:10,6
85123A,10/23/2011 12:37,2
85123A,10/23/2011 12:46,6
85123A,10/23/2011 14:30,32
85123A,10/23/2011 14:56,3
85123A,10/23/2011 15:07,4
85123A,10/23/2011 15:11,2
85123A,10/23/2011 15:29,8
85123A,10/24/2011 11:56,6
85123A,10/24/2011 12:53,60
85123A,10/24/2011 12:56,1
85123A,10/24/2011 17:07,2
85123A,10/24/2011 17:09,7
85123A,10/25/2011 13:10,4
85123A,10/25/2011 15:36,6
85123A,10/25/2011 16:30,2
85123A,10/25/2011 17:31,3
85123A,10/25/2011 18:39,1
85123A,10/26/2011 11:14,6
85123A,10/26/2011 16:21,4
85123A,10/26/2011 16:43,6
85123A,10/26/2011 16:43,1
85123A,10/27/2011 10:01,12
85123A,10/27/2011 13:26,24
85123A,10/27/2011 14:05,6
85123A,10/27/2011 14:21,36
85123A,10/27/2011 15:49,32
85123A,10/27/2011 17:15,1
85123A,10/27/2011 18:02,6
85123A,10/28/2011 10:00,6
85123A,10/28/2011 13:00,6
85123A,10/28/2011 13:22,64
85123A,10/28/2011 14:38,2
85123A,10/28/2011 14:38,4
85123A,10/28/2011 16:10,1
85123A,10/28/2011 16:13,5
85123A,10/28/2011 16:45,2
85123A,10/30/2011 10:54,14
85123A,10/30/2011 11:22,4
85123A,10/30/2011 11:47,4
85123A,10/30/2011 11:55,2
85123A,10/30/2011 12:34,12
85123A,10/30/2011 13:13,12
85123A,10/30/2011 13:37,3
85123A,10/30/2011 13:39,12
85123A,10/30/2011 14:21,32
85123A,10/30/2011 15:11,12
85123A,10/30/2011 15:13,2
85123A,10/30/2011 15:13,1
85123A,10/30/2011 15:55,3
85123A,10/30/2011 15:59,12
85123A,10/30/2011 16:17,3
85123A,10/31/2011 11:32,32
85123A,10/31/2011 11:59,4
85123A,10/31/2011 13:05,2
85123A,10/31/2011 13:05,2
85123A,10/31/2011 13:22,6
85123A,10/31/2011 14:09,2
85123A,10/31/2011 14:36,32
85123A,10/31/2011 14:41,5
85123A,10/31/2011 16:24,32
85123A,10/31/2011 17:13,32
85123A,11/1/2011 11:29,6
85123A,11/1/2011 11:35,6
85123A,11/1/2011 11:39,2
85123A,11/1/2011 13:04,12
85123A,11/1/2011 13:21,2
85123A,11/1/2011 13:44,2
85123A,11/1/2011 14:54,5
85123A,11/1/2011 15:06,2
85123A,11/1/2011 17:20,2
85123A,11/2/2011 10:51,6
85123A,11/2/2011 11:49,3
85123A,11/2/2011 13:13,5
85123A,11/2/2011 14:08,32
85123A,11/2/2011 14:30,32
85123A,11/2/2011 15:33,2
85123A,11/3/2011 12:56,6
85123A,11/3/2011 15:01,224
85123A,11/3/2011 15:32,992
85123A,11/3/2011 15:54,6
85123A,11/3/2011 15:56,2
85123A,11/3/2011 16:30,3
85123A,11/3/2011 16:56,32
85123A,11/4/2011 9:05,32
85123A,11/4/2011 10:10,6
85123A,11/4/2011 11:06,6
85123A,11/4/2011 11:41,6
85123A,11/4/2011 12:21,3
85123A,11/4/2011 13:25,3
85123A,11/4/2011 14:03,6
85123A,11/4/2011 14:19,12
85123A,11/4/2011 15:08,1
85123A,11/4/2011 15:18,4
85123A,11/4/2011 15:35,6
85123A,11/6/2011 10:29,12
85123A,11/6/2011 11:35,12
85123A,11/6/2011 11:55,3
85123A,11/6/2011 12:26,3
85123A,11/6/2011 12:31,7
85123A,11/6/2011 14:02,10
85123A,11/6/2011 14:45,1
85123A,11/6/2011 15:43,32
85123A,11/6/2011 16:01,6
85123A,11/7/2011 7:38,6
85123A,11/7/2011 9:24,6
85123A,11/7/2011 12:29,5
85123A,11/7/2011 12:29,2
85123A,11/7/2011 14:40,4
85123A,11/7/2011 15:07,8
85123A,11/7/2011 17:15,64
85123A,11/8/2011 12:01,4
85123A,11/8/2011 12:09,32
85123A,11/8/2011 13:20,12
85123A,11/8/2011 13:52,12
85123A,11/8/2011 13:57,5
85123A,11/8/2011 13:57,1
85123A,11/8/2011 14:00,6
85123A,11/8/2011 15:26,6
85123A,11/8/2011 15:37,6
85123A,11/8/2011 15:48,6
85123A,11/8/2011 16:55,6
85123A,11/8/2011 18:41,1
85123A,11/9/2011 10:47,32
85123A,11/9/2011 11:04,3
85123A,11/9/2011 11:17,64
85123A,11/9/2011 12:26,6
85123A,11/9/2011 12:29,2
85123A,11/9/2011 13:45,6
85123A,11/10/2011 11:55,1
85123A,11/10/2011 11:55,2
85123A,11/10/2011 12:13,6
85123A,11/10/2011 12:27,1
85123A,11/10/2011 12:29,4
85123A,11/10/2011 12:37,2
85123A,11/10/2011 12:40,8
85123A,11/10/2011 13:41,4
85123A,11/10/2011 14:16,4
85123A,11/10/2011 15:23,6
85123A,11/10/2011 18:20,-256
85123A,11/10/2011 18:46,32
85123A,11/10/2011 19:12,1
85123A,11/11/2011 8:46,6
85123A,11/11/2011 9:05,1
85123A,11/11/2011 10:03,12
85123A,11/11/2011 10:48,2
85123A,11/11/2011 10:50,20
85123A,11/11/2011 11:06,1
85123A,11/11/2011 11:06,7
85123A,11/11/2011 12:11,32
85123A,11/11/2011 12:44,3
85123A,11/11/2011 14:12,6
85123A,11/11/2011 16:57,32
85123A,11/11/2011 16:58,6
85123A,11/11/2011 17:23,6
85123A,11/13/2011 10:35,5
85123A,11/13/2011 11:30,5
85123A,11/13/2011 11:39,1
85123A,11/13/2011 12:05,3
85123A,11/13/2011 12:27,4
85123A,11/13/2011 13:01,3
85123A,11/13/2011 13:26,5
85123A,11/13/2011 13:42,32
85123A,11/13/2011 14:53,2
85123A,11/13/2011 15:25,5
85123A,11/14/2011 8:56,320
85123A,11/14/2011 10:47,6
85123A,11/14/2011 11:21,6
85123A,11/14/2011 12:56,-3
85123A,11/14/2011 13:38,-1
85123A,11/14/2011 14:09,32
85123A,11/14/2011 14:24,1
85123A,11/14/2011 14:24,2
85123A,11/14/2011 15:22,5
85123A,11/14/2011 15:27,1
85123A,11/14/2011 15:37,6
85123A,11/14/2011 17:40,1
85123A,11/15/2011 8:07,12
85123A,11/15/2011 8:50,300
85123A,11/15/2011 10:51,18
85123A,11/15/2011 12:13,6
85123A,11/15/2011 12:33,6
85123A,11/15/2011 13:19,2
85123A,11/15/2011 14:29,6
85123A,11/15/2011 14:48,3
85123A,11/15/2011 14:56,96
85123A,11/15/2011 15:08,4
85123A,11/15/2011 16:57,4
85123A,11/16/2011 8:28,6
85123A,11/16/2011 9:43,6
85123A,11/16/2011 10:55,6
85123A,11/16/2011 11:46,4
85123A,11/16/2011 12:03,6
85123A,11/16/2011 12:08,12
85123A,11/16/2011 12:25,1
85123A,11/16/2011 13:13,32
85123A,11/16/2011 13:24,5
85123A,11/16/2011 13:27,32
85123A,11/16/2011 15:16,9
85123A,11/16/2011 15:21,12
85123A,11/16/2011 15:23,2
85123A,11/16/2011 15:56,12
85123A,11/16/2011 16:06,12
85123A,11/17/2011 9:33,12
85123A,11/17/2011 10:24,12
85123A,11/17/2011 10:40,6
85123A,11/17/2011 11:54,3
85123A,11/17/2011 13:16,10
85123A,11/17/2011 14:08,5
85123A,11/17/2011 14:17,6
85123A,11/17/2011 14:29,3
85123A,11/17/2011 14:29,2
85123A,11/17/2011 14:40,12
85123A,11/17/2011 15:17,1
85123A,11/17/2011 15:47,12
85123A,11/17/2011 17:08,6
85123A,11/17/2011 17:13,12
85123A,11/18/2011 11:49,64
85123A,11/18/2011 12:07,10
85123A,11/18/2011 13:14,6
85123A,11/18/2011 13:42,32
85123A,11/18/2011 15:53,12
85123A,11/18/2011 15:59,1
85123A,11/20/2011 11:37,64
85123A,11/20/2011 11:56,4
85123A,11/20/2011 12:07,1
85123A,11/20/2011 12:36,6
85123A,11/20/2011 12:37,4
85123A,11/20/2011 12:45,2
85123A,11/20/2011 13:33,6
85123A,11/20/2011 13:48,12
85123A,11/20/2011 14:48,-1
85123A,11/20/2011 16:12,2
85123A,11/21/2011 8:19,12
85123A,11/21/2011 11:34,2
85123A,11/21/2011 11:34,2
85123A,11/21/2011 11:55,12
85123A,11/21/2011 11:57,1
85123A,11/21/2011 13:41,2
85123A,11/21/2011 13:41,1
85123A,11/21/2011 15:18,3
85123A,11/21/2011 16:17,1
85123A,11/22/2011 9:53,12
85123A,11/22/2011 11:13,5
85123A,11/22/2011 12:13,32
85123A,11/22/2011 13:07,3
85123A,11/22/2011 13:41,6
85123A,11/22/2011 14:23,10
85123A,11/22/2011 14:59,160
85123A,11/22/2011 15:41,2
85123A,11/22/2011 15:43,1
85123A,11/22/2011 15:45,2
85123A,11/22/2011 16:06,2
85123A,11/22/2011 16:24,6
85123A,11/22/2011 16:44,10
85123A,11/22/2011 16:47,2
85123A,11/23/2011 10:58,160
85123A,11/23/2011 11:40,6
85123A,11/23/2011 11:47,1
85123A,11/23/2011 12:58,1
85123A,11/23/2011 12:58,1
85123A,11/23/2011 13:01,2
85123A,11/23/2011 13:15,6
85123A,11/23/2011 13:39,1
85123A,11/23/2011 15:23,6
85123A,11/23/2011 15:41,64
85123A,11/24/2011 9:21,2
85123A,11/24/2011 9:26,1
85123A,11/24/2011 9:59,32
85123A,11/24/2011 12:11,6
85123A,11/24/2011 12:12,6
85123A,11/24/2011 12:40,12
85123A,11/24/2011 13:06,4
85123A,11/24/2011 14:42,4
85123A,11/24/2011 14:51,6
85123A,11/24/2011 15:01,8
85123A,11/24/2011 15:32,32
85123A,11/24/2011 16:40,12
85123A,11/24/2011 16:54,6
85123A,11/25/2011 8:23,6
85123A,11/25/2011 8:55,24
85123A,11/25/2011 8:55,18
85123A,11/25/2011 9:27,2
85123A,11/25/2011 9:27,1
85123A,11/25/2011 9:31,32
85123A,11/25/2011 11:12,128
85123A,11/25/2011 12:20,2
85123A,11/25/2011 13:45,4
85123A,11/25/2011 14:25,2
85123A,11/25/2011 16:14,3
85123A,11/27/2011 11:54,4
85123A,11/27/2011 13:41,1
85123A,11/27/2011 14:30,1
85123A,11/27/2011 15:59,2
85123A,11/28/2011 10:54,32
85123A,11/28/2011 13:20,1
85123A,11/28/2011 14:44,32
85123A,11/28/2011 15:16,64
85123A,11/28/2011 15:31,1
85123A,11/28/2011 15:54,3
85123A,11/29/2011 11:32,3
85123A,11/29/2011 11:48,32
85123A,11/29/2011 11:50,6
85123A,11/29/2011 12:21,12
85123A,11/29/2011 13:46,4
85123A,11/29/2011 14:20,1
85123A,11/29/2011 14:38,1
85123A,11/29/2011 14:38,1
85123A,11/29/2011 14:42,32
85123A,11/29/2011 15:06,6
85123A,11/29/2011 15:23,1
85123A,11/29/2011 15:59,12
85123A,11/29/2011 16:33,3
85123A,11/29/2011 16:47,2
85123A,11/30/2011 8:23,96
85123A,11/30/2011 8:38,32
85123A,11/30/2011 9:24,12
85123A,11/30/2011 10:48,12
85123A,11/30/2011 10:54,64
85123A,11/30/2011 10:54,64
85123A,11/30/2011 11:08,3
85123A,11/30/2011 11:24,12
85123A,11/30/2011 11:30,3
85123A,11/30/2011 13:50,12
85123A,11/30/2011 14:46,-1
85123A,11/30/2011 17:37,1
85123A,12/1/2011 10:33,6
85123A,12/1/2011 11:53,3
85123A,12/1/2011 13:08,4
85123A,12/1/2011 13:28,2
85123A,12/1/2011 14:58,6
85123A,12/1/2011 15:12,8
85123A,12/1/2011 16:22,1
85123A,12/1/2011 17:56,4
85123A,12/1/2011 19:42,6
85123A,12/1/2011 19:54,1
85123A,12/2/2011 10:52,3
85123A,12/2/2011 12:36,3
85123A,12/2/2011 13:28,2
85123A,12/2/2011 13:37,64
85123A,12/2/2011 15:29,6
85123A,12/2/2011 16:07,32
85123A,12/2/2011 16:30,6
85123A,12/2/2011 16:39,1
85123A,12/4/2011 10:51,1
85123A,12/4/2011 13:00,4
85123A,12/4/2011 13:59,1
85123A,12/4/2011 15:00,2
85123A,12/5/2011 10:18,64
85123A,12/5/2011 11:49,1
85123A,12/5/2011 12:16,7
85123A,12/5/2011 12:30,1
85123A,12/5/2011 12:30,3
85123A,12/5/2011 12:59,6
85123A,12/5/2011 13:34,12
85123A,12/5/2011 13:58,160
85123A,12/5/2011 15:51,4
85123A,12/5/2011 16:03,4
85123A,12/5/2011 17:13,32
85123A,12/5/2011 17:17,1
85123A,12/5/2011 17:24,2
85123A,12/5/2011 17:28,1
85123A,12/6/2011 9:35,18
85123A,12/6/2011 11:23,-1
85123A,12/6/2011 11:41,9
85123A,12/6/2011 13:13,6
85123A,12/6/2011 14:14,6
85123A,12/7/2011 8:45,24
85123A,12/7/2011 9:34,6
85123A,12/7/2011 10:12,64
85123A,12/7/2011 12:48,18
85123A,12/7/2011 12:55,8
85123A,12/7/2011 13:21,32
85123A,12/7/2011 13:53,3
85123A,12/7/2011 14:12,32
85123A,12/7/2011 14:34,6
85123A,12/7/2011 15:08,6
85123A,12/7/2011 17:05,1
85123A,12/8/2011 9:20,1
85123A,12/8/2011 9:28,3
85123A,12/8/2011 10:59,1
85123A,12/8/2011 11:15,2
85123A,12/8/2011 12:07,4
85123A,12/8/2011 12:28,6
85123A,12/8/2011 13:18,6
85123A,12/8/2011 13:45,6
85123A,12/8/2011 13:47,4
85123A,12/8/2011 14:38,4
85123A,12/8/2011 15:51,32
85123A,12/8/2011 16:30,1
85123A,12/8/2011 18:03,32
85123A,12/8/2011 19:55,6
85123A,12/9/2011 10:03,3
85123A,12/9/2011 11:34,1
